N,R,P,CI,EV,LB,UB
500,441,80,95,85.24,84.58,85.87
500,441,80,99,85.24,84.34,86.05
500,436,80,90,83.99,83.4,84.57
500,436,80,95,83.99,83.27,84.67
500,436,80,99,83.99,83.02,84.86
500,444,80,90,85.99,85.47,86.5
500,444,80,95,85.99,85.36,86.59
500,444,80,99,85.99,85.14,86.75
500,407,80,90,76.73,75.88,77.59
500,407,80,95,76.73,75.69,77.73
500,407,80,99,76.73,75.32,78.01
500,439,80,90,84.74,84.18,85.3
500,439,80,95,84.74,84.05,85.39
500,439,80,99,84.74,83.81,85.57
500,442,80,90,85.49,84.95,86.02
500,442,80,95,85.49,84.84,86.11
500,442,80,99,85.49,84.61,86.28
500,402,80,90,75.48,74.58,76.38
500,402,80,95,75.48,74.39,76.54
500,402,80,99,75.48,73.99,76.82
500,445,80,90,86.24,85.73,86.74
500,445,80,95,86.24,85.62,86.83
500,445,80,99,86.24,85.4,86.99
500,440,80,90,84.99,84.43,85.54
500,440,80,95,84.99,84.32,85.63
500,440,80,99,84.99,84.08,85.81
500,493,20,90,92.94,91.85,93.93
500,493,20,95,92.94,91.59,94.08
500,493,20,99,92.94,91.03,94.35
500,492,20,90,91.93,90.69,93.06
500,492,20,95,91.93,90.38,93.23
500,492,20,99,91.93,89.75,93.55
500,495,20,90,94.95,94.18,95.66
500,495,20,95,94.95,93.99,95.77
500,495,20,99,94.95,93.59,95.97
500,497,20,90,96.97,96.51,97.4
500,497,20,95,96.97,96.39,97.46
500,497,20,99,96.97,96.15,97.58
500,498,20,90,97.98,97.67,98.26
500,498,20,95,97.98,97.59,98.3
500,498,20,99,97.98,97.43,98.38
500,478,50,90,91.18,90.52,91.81
500,478,50,95,91.18,90.37,91.92
500,478,50,99,91.18,90.07,92.12
500,480,50,90,91.98,91.38,92.56
500,480,50,95,91.98,91.25,92.65
500,480,50,99,91.98,90.97,92.83
500,482,50,90,92.78,92.24,93.3
500,482,50,95,92.78,92.12,93.39
500,482,50,99,92.78,91.88,93.55
500,479,50,90,91.58,90.95,92.19
500,479,50,95,91.58,90.81,92.29
500,479,50,99,91.58,90.52,92.48
500,470,50,90,87.97,87.07,88.84
500,470,50,95,87.97,86.87,88.98
500,470,50,99,87.97,86.46,89.25
500,476,50,90,90.38,89.65,91.07
500,476,50,95,90.38,89.5,91.19
500,476,50,99,90.38,89.17,91.4
500,473,50,90,89.17,88.36,89.95
500,473,50,95,89.17,88.18,90.08
500,473,50,99,89.17,87.82,90.33
500,471,50,90,88.37,87.5,89.21
500,471,50,95,88.37,87.31,89.35
500,471,50,99,88.37,86.91,89.61
500,481,50,90,92.38,91.81,92.93
500,481,50,95,92.38,91.68,93.02
500,481,50,99,92.38,91.43,93.19
500,475,50,90,89.97,89.22,90.7
500,475,50,95,89.97,89.06,90.82
500,475,50,99,89.97,88.72,91.04
500,484,50,90,93.58,93.1,94.04
500,484,50,95,93.58,93.0,94.12
500,484,50,99,93.58,92.78,94.27
500,487,50,90,94.78,94.39,95.16
500,487,50,95,94.78,94.31,95.22
500,487,50,99,94.78,94.13,95.34
500,477,50,90,90.78,90.09,91.44
500,477,50,95,90.78,89.93,91.55
500,477,50,99,90.78,89.62,91.76
500,483,50,90,93.18,92.67,93.67
500,483,50,95,93.18,92.56,93.75
500,483,50,99,93.18,92.33,93.91
500,485,50,90,93.98,93.53,94.42
500,485,50,95,93.98,93.43,94.49
500,485,50,99,93.98,93.23,94.62
500,486,50,90,94.38,93.96,94.79
500,486,50,95,94.38,93.87,94.86
500,486,50,99,94.38,93.68,94.98
500,488,50,90,95.19,94.82,95.53
500,488,50,95,95.19,94.75,95.59
500,488,50,99,95.19,94.58,95.7
500,461,80,90,90.24,89.88,90.6
500,461,80,95,90.24,89.8,90.66
500,461,80,99,90.24,89.65,90.77
500,464,80,90,90.99,90.66,91.32
500,464,80,95,90.99,90.59,91.38
500,464,80,99,90.99,90.44,91.48
500,456,80,90,88.99,88.58,89.39
500,456,80,95,88.99,88.5,89.46
500,456,80,99,88.99,88.32,89.59
500,462,80,90,90.49,90.14,90.84
500,462,80,95,90.49,90.06,90.9
500,462,80,99,90.49,89.91,91.01
500,463,80,90,90.74,90.4,91.08
500,463,80,95,90.74,90.33,91.14
500,463,80,99,90.74,90.18,91.25
500,470,80,90,92.49,92.21,92.77
500,470,80,95,92.49,92.16,92.81
500,470,80,99,92.49,92.04,92.9
500,455,80,90,88.74,88.32,89.15
500,455,80,95,88.74,88.24,89.22
500,455,80,99,88.74,88.06,89.36
500,454,80,90,88.49,88.07,88.91
500,454,80,95,88.49,87.97,88.98
500,454,80,99,88.49,87.79,89.12
500,452,80,90,87.99,87.55,88.43
500,452,80,95,87.99,87.45,88.5
500,452,80,99,87.99,87.26,88.65
500,450,80,90,87.49,87.03,87.95
500,450,80,95,87.49,86.93,88.03
500,450,80,99,87.49,86.73,88.17
500,460,80,90,89.99,89.62,90.36
500,460,80,95,89.99,89.54,90.42
500,460,80,99,89.99,89.38,90.54
500,467,80,90,91.74,91.44,92.04
500,467,80,95,91.74,91.37,92.1
500,467,80,99,91.74,91.24,92.19
500,459,80,90,89.74,89.36,90.12
500,459,80,95,89.74,89.28,90.18
500,459,80,99,89.74,89.12,90.3
500,446,80,90,86.49,85.99,86.98
500,446,80,95,86.49,85.88,87.07
500,446,80,99,86.49,85.67,87.23
500,457,80,90,89.24,88.84,89.63
500,457,80,95,89.24,88.76,89.7
500,457,80,99,89.24,88.59,89.83
500,471,80,90,92.74,92.47,93.01
500,471,80,95,92.74,92.42,93.05
500,471,80,99,92.74,92.3,93.14
500,453,80,90,88.24,87.81,88.67
500,453,80,95,88.24,87.71,88.74
500,453,80,99,88.24,87.53,88.88
500,466,80,90,91.49,91.18,91.8
500,466,80,95,91.49,91.11,91.86
500,466,80,99,91.49,90.97,91.96
500,458,80,90,89.49,89.1,89.88
500,458,80,95,89.49,89.02,89.94
500,458,80,99,89.49,88.85,90.06
500,472,80,90,92.99,92.73,93.25
500,472,80,95,92.99,92.68,93.29
500,472,80,99,92.99,92.57,93.37
500,451,80,90,87.74,87.29,88.19
500,451,80,95,87.74,87.19,88.27
500,451,80,99,87.74,86.99,88.41
500,449,80,90,87.24,86.77,87.71
500,449,80,95,87.24,86.67,87.79
500,449,80,99,87.24,86.46,87.94
500,465,80,90,91.24,90.92,91.56
500,465,80,95,91.24,90.85,91.62
500,465,80,99,91.24,90.71,91.72
500,476,80,90,93.99,93.77,94.21
500,476,80,95,93.99,93.72,94.25
500,476,80,99,93.99,93.63,94.32
500,469,80,90,92.24,91.96,92.53
500,469,80,95,92.24,91.89,92.57
500,469,80,99,92.24,91.77,92.67
500,448,80,90,86.99,86.51,87.47
500,448,80,95,86.99,86.41,87.55
500,448,80,99,86.99,86.2,87.7
500,468,80,90,91.99,91.7,92.28
500,468,80,95,91.99,91.63,92.33
500,468,80,99,91.99,91.51,92.43
500,447,80,90,86.74,86.25,87.23
500,447,80,95,86.74,86.15,87.31
500,447,80,99,86.74,85.93,87.46
500,443,80,90,85.74,85.21,86.26
500,443,80,95,85.74,85.1,86.35
500,443,80,99,85.74,84.87,86.52
500,475,80,90,93.74,93.51,93.97
500,475,80,95,93.74,93.46,94.01
500,475,80,99,93.74,93.36,94.08
500,473,80,90,93.24,92.99,93.49
500,473,80,95,93.24,92.94,93.53
500,473,80,99,93.24,92.83,93.61
500,478,80,90,94.49,94.29,94.69
500,478,80,95,94.49,94.25,94.73
500,478,80,99,94.49,94.16,94.79
500,474,80,90,93.49,93.25,93.73
500,474,80,95,93.49,93.2,93.77
500,474,80,99,93.49,93.1,93.85
500,479,80,90,94.74,94.55,94.94
500,479,80,95,94.74,94.51,94.97
500,479,80,99,94.74,94.42,95.03
500,500,20,90,100.0,100.0,100.0
500,500,20,95,100.0,100.0,100.0
500,500,20,99,100.0,100.0,100.0
500,500,50,90,100.0,100.0,100.0
500,500,50,95,100.0,100.0,100.0
500,500,50,99,100.0,100.0,100.0
500,500,80,90,100.0,100.0,100.0
500,500,80,95,100.0,100.0,100.0
500,500,80,99,100.0,100.0,100.0
